Productive cough,508/1401,5/23,504/1408,9/16,505/1407,8/17,512/1421,1/3
"",(36.3),(21.7),(35.8),,(35.9),,(36),
"",,,,(56.3),,(47.1),,(33.3)
Fatigue,570/1340,14/25,577/1349,7/16,581/1350,3/15,583/1363,1/2
"",(42.5),,(42.8),,(43),,(42.8),
"",,(56),,(43.8),,(20),,(50)
Hemoptysis,16/1293,0/22,15/1299,1/16,16/1300,0/15,16/1313,0/2
"",(1.2),,(1.2),,(1.2),,(1.2),
"",,(0),,(6.3),,(0),,(0)
Shortness of breath,321/1370,10/24,323/1377,8/17,321/1375,10/19,330/1392,1/2
"",(23.4),(41.7),(23.5),,(23.3),(52.6),(23.7),
"",,,,(47.1),,,,(50)
Nausea/vomiting,78/1349,2/22,78/1355,2/16,79/1351,1/20,80/1369,0/2
"",(5.8),,(5.8),,(5.8),,(5.8),
"",,(9.1),,(12.5),,(5),,(0)
Diarrhea,55/1337,2/22,57/1343,0/16,56/1339,1/20,56/1356,1/3
"",(4.1),,(4.2),,(4.2),,(4.1),
"",,(9.1),,(0),,(5),,(33.3)
Myalgia/arthralgia,232/1316,2/22,231/1322,3/16,233/1323,1/15,233/1336,1/2
"",(17.6),,(17.5),,(17.6),,(17.4),
"",,(9.1),,(18.8),,(6.7),,(50)
Chill,161/1310,2/23,162/1318,1/15,161/1317,2/16,163/1331,0/2
"",(12.3),,(12.3),,(12.2),,(12.2),
"",,(8.7),,(6.7),,(12.5),,(0)
Signs,,,,,,,,
Throat congestion,21/1264,0/22,20/1271,1/15,21/1271,0/15,20/1284,1/2
"",(1.7),,(1.6),,(1.7),,(1.6),
"",,(0),,(6.7),,(0),,(50)
Tonsil swelling,30/1353,1/23,30/1359,1/17,30/1356,1/20,31/1373,0/3
"",(2.2),,(2.2),,(2.2),,(2.3),
"",,(4.3),,(5.9),,(5),,(0)
Enlargement of lymph nodes,2/1352,0/23,2/1359,0/16,2/1355,0/20,2/1372,0/3
"",(0.1),,(0.1),,(0.1),,(0.1),
Nausea/vomiting,78/1349,2/22,78/1355,2/16,79/1351,1/20,80/1369,0/2
"",(5.8),,(5.8),,(5.8),,(5.8),
"",,(9.1),,(12.5),,(5),,(0)
Diarrhea,55/1337,2/22,57/1343,0/16,56/1339,1/20,56/1356,1/3
"",(4.1),,(4.2),,(4.2),,(4.1),
"",,(9.1),,(0),,(5),,(33.3)
Myalgia/arthralgia,232/1316,2/22,231/1322,3/16,233/1323,1/15,233/1336,1/2
"",(17.6),,(17.5),,(17.6),,(17.4),
"",,(9.1),,(18.8),,(6.7),,(50)
Chill,161/1310,2/23,162/1318,1/15,161/1317,2/16,163/1331,0/2
"",(12.3),,(12.3),,(12.2),,(12.2),
"",,(8.7),,(6.7),,(12.5),,(0)
Signs,,,,,,,,
Throat congestion,21/1264,0/22,20/1271,1/15,21/1271,0/15,20/1284,1/2
"",(1.7),,(1.6),,(1.7),,(1.6),
"",,(0),,(6.7),,(0),,(50)
Tonsil swelling,30/1353,1/23,30/1359,1/17,30/1356,1/20,31/1373,0/3
"",(2.2),,(2.2),,(2.2),,(2.3),
"",,(4.3),,(5.9),,(5),,(0)
Enlargement of lymph nodes,2/1352,0/23,2/1359,0/16,2/1355,0/20,2/1372,0/3
"",(0.1),,(0.1),,(0.1),,(0.1),
Nausea/vomiting,78/1349,2/22,78/1355,2/16,79/1351,1/20,80/1369,0/2
"",(5.8),,(5.8),,(5.8),,(5.8),
"",,(9.1),,(12.5),,(5),,(0)
Diarrhea,55/1337,2/22,57/1343,0/16,56/1339,1/20,56/1356,1/3
"",(4.1),,(4.2),,(4.2),,(4.1),
"",,(9.1),,(0),,(5),,(33.3)
Myalgia/arthralgia,232/1316,2/22,231/1322,3/16,233/1323,1/15,233/1336,1/2
"",(17.6),,(17.5),,(17.6),,(17.4),
"",,(9.1),,(18.8),,(6.7),,(50)
Chill,161/1310,2/23,162/1318,1/15,161/1317,2/16,163/1331,0/2
"",(12.3),,(12.3),,(12.2),,(12.2),
"",,(8.7),,(6.7),,(12.5),,(0)
Signs,,,,,,,,
Throat congestion,21/1264,0/22,20/1271,1/15,21/1271,0/15,20/1284,1/2
"",(1.7),,(1.6),,(1.7),,(1.6),
"",,(0),,(6.7),,(0),,(50)
Tonsil swelling,30/1353,1/23,30/1359,1/17,30/1356,1/20,31/1373,0/3
"",(2.2),,(2.2),,(2.2),,(2.3),
"",,(4.3),,(5.9),,(5),,(0)
Enlargement of lymph nodes,2/1352,0/23,2/1359,0/16,2/1355,0/20,2/1372,0/3
"",(0.1),,(0.1),,(0.1),,(0.1),
Nausea/vomiting,78/1349,2/22,78/1355,2/16,79/1351,1/20,80/1369,0/2
"",(5.8),,(5.8),,(5.8),,(5.8),
"",,(9.1),,(12.5),,(5),,(0)
Diarrhea,55/1337,2/22,57/1343,0/16,56/1339,1/20,56/1356,1/3
"",(4.1),,(4.2),,(4.2),,(4.1),
"",,(9.1),,(0),,(5),,(33.3)
Myalgia/arthralgia,232/1316,2/22,231/1322,3/16,233/1323,1/15,233/1336,1/2
"",(17.6),,(17.5),,(17.6),,(17.4),
"",,(9.1),,(18.8),,(6.7),,(50)
Chill,161/1310,2/23,162/1318,1/15,161/1317,2/16,163/1331,0/2
"",(12.3),,(12.3),,(12.2),,(12.2),
"",,(8.7),,(6.7),,(12.5),,(0)
Signs,,,,,,,,
Throat congestion,21/1264,0/22,20/1271,1/15,21/1271,0/15,20/1284,1/2
"",(1.7),,(1.6),,(1.7),,(1.6),
"",,(0),,(6.7),,(0),,(50)
Tonsil swelling,30/1353,1/23,30/1359,1/17,30/1356,1/20,31/1373,0/3
"",(2.2),,(2.2),,(2.2),,(2.3),
"",,(4.3),,(5.9),,(5),,(0)
Enlargement of lymph nodes,2/1352,0/23,2/1359,0/16,2/1355,0/20,2/1372,0/3
"",(0.1),,(0.1),,(0.1),,(0.1),
Nausea/vomiting,78/1349,2/22,78/1355,2/16,79/1351,1/20,80/1369,0/2
"",(5.8),,(5.8),,(5.8),,(5.8),
"",,(9.1),,(12.5),,(5),,(0)
Diarrhea,55/1337,2/22,57/1343,0/16,56/1339,1/20,56/1356,1/3
"",(4.1),,(4.2),,(4.2),,(4.1),
"",,(9.1),,(0),,(5),,(33.3)
Myalgia/arthralgia,232/1316,2/22,231/1322,3/16,233/1323,1/15,233/1336,1/2
"",(17.6),,(17.5),,(17.6),,(17.4),
"",,(9.1),,(18.8),,(6.7),,(50)
Chill,161/1310,2/23,162/1318,1/15,161/1317,2/16,163/1331,0/2
"",(12.3),,(12.3),,(12.2),,(12.2),
"",,(8.7),,(6.7),,(12.5),,(0)
Signs,,,,,,,,
Throat congestion,21/1264,0/22,20/1271,1/15,21/1271,0/15,20/1284,1/2
"",(1.7),,(1.6),,(1.7),,(1.6),
"",,(0),,(6.7),,(0),,(50)
Tonsil swelling,30/1353,1/23,30/1359,1/17,30/1356,1/20,31/1373,0/3
"",(2.2),,(2.2),,(2.2),,(2.3),
"",,(4.3),,(5.9),,(5),,(0)
Enlargement of lymph nodes,2/1352,0/23,2/1359,0/16,2/1355,0/20,2/1372,0/3
"",(0.1),,(0.1),,(0.1),,(0.1),
Nausea/vomiting,78/1349,2/22,78/1355,2/16,79/1351,1/20,80/1369,0/2
"",(5.8),,(5.8),,(5.8),,(5.8),
"",,(9.1),,(12.5),,(5),,(0)
Diarrhea,55/1337,2/22,57/1343,0/16,56/1339,1/20,56/1356,1/3
"",(4.1),,(4.2),,(4.2),,(4.1),
"",,(9.1),,(0),,(5),,(33.3)
Myalgia/arthralgia,232/1316,2/22,231/1322,3/16,233/1323,1/15,233/1336,1/2
"",(17.6),,(17.5),,(17.6),,(17.4),
"",,(9.1),,(18.8),,(6.7),,(50)
Chill,161/1310,2/23,162/1318,1/15,161/1317,2/16,163/1331,0/2
"",(12.3),,(12.3),,(12.2),,(12.2),
"",,(8.7),,(6.7),,(12.5),,(0)
Signs,,,,,,,,
Throat congestion,21/1264,0/22,20/1271,1/15,21/1271,0/15,20/1284,1/2
"",(1.7),,(1.6),,(1.7),,(1.6),
"",,(0),,(6.7),,(0),,(50)
Tonsil swelling,30/1353,1/23,30/1359,1/17,30/1356,1/20,31/1373,0/3
"",(2.2),,(2.2),,(2.2),,(2.3),
"",,(4.3),,(5.9),,(5),,(0)
Enlargement of lymph nodes,2/1352,0/23,2/1359,0/16,2/1355,0/20,2/1372,0/3
"",(0.1),,(0.1),,(0.1),,(0.1),
Nausea/vomiting,78/1349,2/22,78/1355,2/16,79/1351,1/20,80/1369,0/2
"",(5.8),,(5.8),,(5.8),,(5.8),
"",,(9.1),,(12.5),,(5),,(0)
Diarrhea,55/1337,2/22,57/1343,0/16,56/1339,1/20,56/1356,1/3
"",(4.1),,(4.2),,(4.2),,(4.1),
"",,(9.1),,(0),,(5),,(33.3)
Myalgia/arthralgia,232/1316,2/22,231/1322,3/16,233/1323,1/15,233/1336,1/2
"",(17.6),,(17.5),,(17.6),,(17.4),
"",,(9.1),,(18.8),,(6.7),,(50)
Chill,161/1310,2/23,162/1318,1/15,161/1317,2/16,163/1331,0/2
"",(12.3),,(12.3),,(12.2),,(12.2),
"",,(8.7),,(6.7),,(12.5),,(0)
Signs,,,,,,,,
Throat congestion,21/1264,0/22,20/1271,1/15,21/1271,0/15,20/1284,1/2
"",(1.7),,(1.6),,(1.7),,(1.6),
"",,(0),,(6.7),,(0),,(50)
Tonsil swelling,30/1353,1/23,30/1359,1/17,30/1356,1/20,31/1373,0/3
"",(2.2),,(2.2),,(2.2),,(2.3),
"",,(4.3),,(5.9),,(5),,(0)
Enlargement of lymph nodes,2/1352,0/23,2/1359,0/16,2/1355,0/20,2/1372,0/3
"",(0.1),,(0.1),,(0.1),,(0.1),
"",,(0),,(0),,(0),,(0)
Rash,3/1355,0/23,3/1361,0/17,3/1360,0/18,3/1376,0/2
"",(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0),,(0),,(0)
Unconsciousness,19/1397,1/24,20/1404,0/17,20/1401,0/20,20/1418,0/3
"",(1.4),,(1.4),,(1.4),,(1.4),
"",,(4.2),,(0),,(0),,(0)
Abnormal chest image,,,,,,,,
Radiograph,240/1562,3/28,239/1572,4/18,240/1569,3/21,243/1587,0/3
"",(15.4),(10.7),(15.2),,(15.3),,(15.3),
"",,,,(22.2),,(14.3),,(0)
Computed tomography,1111/1562,19/28,1113/1572,17/18,1116/1569,14/21,1127/1587,3/3
"",(71.1),(67.9),(70.8),(94.4),(71.1),(66.7),(71),
"",,,,,,,,(100)
Hubei,,,,,,,,
Yes,638/1562,9/28,635/1572,12/18,631/1569,16/21,645/1587,2/3
"",(40.8),(32.1),(40.4),(66.7),(40.2),(76.2),(40.6),
"",,,,,,,,(66.7)
No,924/1562,19/28,937/1572,6/18,938/1569,5/21,942/1587,1/3
"",(59.2),(67.9),(59.6),,(59.8),,(59.4),
"",,(0),,(0),,(0),,(0)
Rash,3/1355,0/23,3/1361,0/17,3/1360,0/18,3/1376,0/2
"",(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0),,(0),,(0)
Unconsciousness,19/1397,1/24,20/1404,0/17,20/1401,0/20,20/1418,0/3
"",(1.4),,(1.4),,(1.4),,(1.4),
"",,(4.2),,(0),,(0),,(0)
Abnormal chest image,,,,,,,,
Radiograph,240/1562,3/28,239/1572,4/18,240/1569,3/21,243/1587,0/3
"",(15.4),(10.7),(15.2),,(15.3),,(15.3),
"",,,,(22.2),,(14.3),,(0)
Computed tomography,1111/1562,19/28,1113/1572,17/18,1116/1569,14/21,1127/1587,3/3
"",(71.1),(67.9),(70.8),(94.4),(71.1),(66.7),(71),
"",,,,,,,,(100)
Hubei,,,,,,,,
Yes,638/1562,9/28,635/1572,12/18,631/1569,16/21,645/1587,2/3
"",(40.8),(32.1),(40.4),(66.7),(40.2),(76.2),(40.6),
"",,,,,,,,(66.7)
No,924/1562,19/28,937/1572,6/18,938/1569,5/21,942/1587,1/3
"",(59.2),(67.9),(59.6),,(59.8),,(59.4),
"",,(0),,(0),,(0),,(0)
Rash,3/1355,0/23,3/1361,0/17,3/1360,0/18,3/1376,0/2
"",(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0),,(0),,(0)
Unconsciousness,19/1397,1/24,20/1404,0/17,20/1401,0/20,20/1418,0/3
"",(1.4),,(1.4),,(1.4),,(1.4),
"",,(4.2),,(0),,(0),,(0)
Abnormal chest image,,,,,,,,
Radiograph,240/1562,3/28,239/1572,4/18,240/1569,3/21,243/1587,0/3
"",(15.4),(10.7),(15.2),,(15.3),,(15.3),
"",,,,(22.2),,(14.3),,(0)
Computed tomography,1111/1562,19/28,1113/1572,17/18,1116/1569,14/21,1127/1587,3/3
"",(71.1),(67.9),(70.8),(94.4),(71.1),(66.7),(71),
"",,,,,,,,(100)
Hubei,,,,,,,,
Yes,638/1562,9/28,635/1572,12/18,631/1569,16/21,645/1587,2/3
"",(40.8),(32.1),(40.4),(66.7),(40.2),(76.2),(40.6),
"",,,,,,,,(66.7)
No,924/1562,19/28,937/1572,6/18,938/1569,5/21,942/1587,1/3
"",(59.2),(67.9),(59.6),,(59.8),,(59.4),
"",,(0),,(0),,(0),,(0)
Rash,3/1355,0/23,3/1361,0/17,3/1360,0/18,3/1376,0/2
"",(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0),,(0),,(0)
Unconsciousness,19/1397,1/24,20/1404,0/17,20/1401,0/20,20/1418,0/3
"",(1.4),,(1.4),,(1.4),,(1.4),
"",,(4.2),,(0),,(0),,(0)
Abnormal chest image,,,,,,,,
Radiograph,240/1562,3/28,239/1572,4/18,240/1569,3/21,243/1587,0/3
"",(15.4),(10.7),(15.2),,(15.3),,(15.3),
"",,,,(22.2),,(14.3),,(0)
Computed tomography,1111/1562,19/28,1113/1572,17/18,1116/1569,14/21,1127/1587,3/3
"",(71.1),(67.9),(70.8),(94.4),(71.1),(66.7),(71),
"",,,,,,,,(100)
Hubei,,,,,,,,
Yes,638/1562,9/28,635/1572,12/18,631/1569,16/21,645/1587,2/3
"",(40.8),(32.1),(40.4),(66.7),(40.2),(76.2),(40.6),
"",,,,,,,,(66.7)
No,924/1562,19/28,937/1572,6/18,938/1569,5/21,942/1587,1/3
"",(59.2),(67.9),(59.6),,(59.8),,(59.4),
"",,(0),,(0),,(0),,(0)
Rash,3/1355,0/23,3/1361,0/17,3/1360,0/18,3/1376,0/2
"",(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0),,(0),,(0)
Unconsciousness,19/1397,1/24,20/1404,0/17,20/1401,0/20,20/1418,0/3
"",(1.4),,(1.4),,(1.4),,(1.4),
"",,(4.2),,(0),,(0),,(0)
Abnormal chest image,,,,,,,,
Radiograph,240/1562,3/28,239/1572,4/18,240/1569,3/21,243/1587,0/3
"",(15.4),(10.7),(15.2),,(15.3),,(15.3),
"",,,,(22.2),,(14.3),,(0)
Computed tomography,1111/1562,19/28,1113/1572,17/18,1116/1569,14/21,1127/1587,3/3
"",(71.1),(67.9),(70.8),(94.4),(71.1),(66.7),(71),
"",,,,,,,,(100)
Hubei,,,,,,,,
Yes,638/1562,9/28,635/1572,12/18,631/1569,16/21,645/1587,2/3
"",(40.8),(32.1),(40.4),(66.7),(40.2),(76.2),(40.6),
"",,,,,,,,(66.7)
No,924/1562,19/28,937/1572,6/18,938/1569,5/21,942/1587,1/3
"",(59.2),(67.9),(59.6),,(59.8),,(59.4),
"",,(0),,(0),,(0),,(0)
Rash,3/1355,0/23,3/1361,0/17,3/1360,0/18,3/1376,0/2
"",(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0),,(0),,(0)
Unconsciousness,19/1397,1/24,20/1404,0/17,20/1401,0/20,20/1418,0/3
"",(1.4),,(1.4),,(1.4),,(1.4),
"",,(4.2),,(0),,(0),,(0)
Abnormal chest image,,,,,,,,
Radiograph,240/1562,3/28,239/1572,4/18,240/1569,3/21,243/1587,0/3
"",(15.4),(10.7),(15.2),,(15.3),,(15.3),
"",,,,(22.2),,(14.3),,(0)
Computed tomography,1111/1562,19/28,1113/1572,17/18,1116/1569,14/21,1127/1587,3/3
"",(71.1),(67.9),(70.8),(94.4),(71.1),(66.7),(71),
"",,,,,,,,(100)
Hubei,,,,,,,,
Yes,638/1562,9/28,635/1572,12/18,631/1569,16/21,645/1587,2/3
"",(40.8),(32.1),(40.4),(66.7),(40.2),(76.2),(40.6),
"",,,,,,,,(66.7)
No,924/1562,19/28,937/1572,6/18,938/1569,5/21,942/1587,1/3
"",(59.2),(67.9),(59.6),,(59.8),,(59.4),
"",,(0),,(0),,(0),,(0)
Rash,3/1355,0/23,3/1361,0/17,3/1360,0/18,3/1376,0/2
"",(0.2),,(0.2),,(0.2),,(0.2),
"",,(0),,(0),,(0),,(0)
Unconsciousness,19/1397,1/24,20/1404,0/17,20/1401,0/20,20/1418,0/3
"",(1.4),,(1.4),,(1.4),,(1.4),
"",,(4.2),,(0),,(0),,(0)
Abnormal chest image,,,,,,,,
Radiograph,240/1562,3/28,239/1572,4/18,240/1569,3/21,243/1587,0/3
"",(15.4),(10.7),(15.2),,(15.3),,(15.3),
"",,,,(22.2),,(14.3),,(0)
Computed tomography,1111/1562,19/28,1113/1572,17/18,1116/1569,14/21,1127/1587,3/3
"",(71.1),(67.9),(70.8),(94.4),(71.1),(66.7),(71),
"",,,,,,,,(100)
Hubei,,,,,,,,
Yes,638/1562,9/28,635/1572,12/18,631/1569,16/21,645/1587,2/3
"",(40.8),(32.1),(40.4),(66.7),(40.2),(76.2),(40.6),
"",,,,,,,,(66.7)
No,924/1562,19/28,937/1572,6/18,938/1569,5/21,942/1587,1/3
"",(59.2),(67.9),(59.6),,(59.8),,(59.4),
"",,,,(33.3),,(23.8),,(33.3)
Wuhan-contacted,,,,,,,,
Yes,1312/156,22/28,1316/1572,18/18,1316/1569,18/21,1331/1587,3/3
"",2 (84),(78.6),(83.7),,(83.9),(85.7),(83.9),
"",,,,(100),,,,(100)
No,250/1562,6/28,256/1572,0/18,253/1569,3/21,256/1587,0/3
"",(16),(21.4),(16.3),,(16.1),,(16.1),
"",,,,(0),,(14.3),,(0)
Severity,245/1562,9/28,245/1572,9/18,246/1569,8/21,253/1587,1/3
"",(15.7),(32.1),(15.6),,(15.7),,(15.9),
"",,,,(50),,(38.1),,(33.3)
Composite endpoint,128/1562,3/28,124/1572,7/18,125/1569,6/21,130/1587,1/3
"",(8.2),(10.7),(7.9),,(8),,(8.2),
"",,,,(38.9),,(28.6),,(33.3)
Deaths,49/1562,1/28,47/1572,3/18,45/1569,5/21,50/1587,0/3
"",(3.1),,,,(2.9),,(3.2),
"",,(3.6),(3.0),(16.7),,(23.8),,(0)
Admission to ICU,98/1562,1/28,94/1572,5/18,98/1569,1/21,98/1587,1/3
"",(6.3),,(6.0),,(6.2),,(6.2),
"",,(3.6),,(27.8),,(4.8),,(33.3)
"",,,,(33.3),,(23.8),,(33.3)
Wuhan-contacted,,,,,,,,
Yes,1312/156,22/28,1316/1572,18/18,1316/1569,18/21,1331/1587,3/3
"",2 (84),(78.6),(83.7),,(83.9),(85.7),(83.9),
"",,,,(100),,,,(100)
No,250/1562,6/28,256/1572,0/18,253/1569,3/21,256/1587,0/3
"",(16),(21.4),(16.3),,(16.1),,(16.1),
"",,,,(0),,(14.3),,(0)
Severity,245/1562,9/28,245/1572,9/18,246/1569,8/21,253/1587,1/3
"",(15.7),(32.1),(15.6),,(15.7),,(15.9),
"",,,,(50),,(38.1),,(33.3)
Composite endpoint,128/1562,3/28,124/1572,7/18,125/1569,6/21,130/1587,1/3
"",(8.2),(10.7),(7.9),,(8),,(8.2),
"",,,,(38.9),,(28.6),,(33.3)
Deaths,49/1562,1/28,47/1572,3/18,45/1569,5/21,50/1587,0/3
"",(3.1),,,,(2.9),,(3.2),
"",,(3.6),(3.0),(16.7),,(23.8),,(0)
Admission to ICU,98/1562,1/28,94/1572,5/18,98/1569,1/21,98/1587,1/3
"",(6.3),,(6.0),,(6.2),,(6.2),
"",,(3.6),,(27.8),,(4.8),,(33.3)
"",,,,(33.3),,(23.8),,(33.3)
Wuhan-contacted,,,,,,,,
Yes,1312/156,22/28,1316/1572,18/18,1316/1569,18/21,1331/1587,3/3
"",2 (84),(78.6),(83.7),,(83.9),(85.7),(83.9),
"",,,,(100),,,,(100)
No,250/1562,6/28,256/1572,0/18,253/1569,3/21,256/1587,0/3
"",(16),(21.4),(16.3),,(16.1),,(16.1),
"",,,,(0),,(14.3),,(0)
Severity,245/1562,9/28,245/1572,9/18,246/1569,8/21,253/1587,1/3
"",(15.7),(32.1),(15.6),,(15.7),,(15.9),
"",,,,(50),,(38.1),,(33.3)
Composite endpoint,128/1562,3/28,124/1572,7/18,125/1569,6/21,130/1587,1/3
"",(8.2),(10.7),(7.9),,(8),,(8.2),
"",,,,(38.9),,(28.6),,(33.3)
Deaths,49/1562,1/28,47/1572,3/18,45/1569,5/21,50/1587,0/3
"",(3.1),,,,(2.9),,(3.2),
"",,(3.6),(3.0),(16.7),,(23.8),,(0)
Admission to ICU,98/1562,1/28,94/1572,5/18,98/1569,1/21,98/1587,1/3
"",(6.3),,(6.0),,(6.2),,(6.2),
"",,(3.6),,(27.8),,(4.8),,(33.3)
"",,,,(33.3),,(23.8),,(33.3)
Wuhan-contacted,,,,,,,,
Yes,1312/156,22/28,1316/1572,18/18,1316/1569,18/21,1331/1587,3/3
"",2 (84),(78.6),(83.7),,(83.9),(85.7),(83.9),
"",,,,(100),,,,(100)
No,250/1562,6/28,256/1572,0/18,253/1569,3/21,256/1587,0/3
"",(16),(21.4),(16.3),,(16.1),,(16.1),
"",,,,(0),,(14.3),,(0)
Severity,245/1562,9/28,245/1572,9/18,246/1569,8/21,253/1587,1/3
"",(15.7),(32.1),(15.6),,(15.7),,(15.9),
"",,,,(50),,(38.1),,(33.3)
Composite endpoint,128/1562,3/28,124/1572,7/18,125/1569,6/21,130/1587,1/3
"",(8.2),(10.7),(7.9),,(8),,(8.2),
"",,,,(38.9),,(28.6),,(33.3)
Deaths,49/1562,1/28,47/1572,3/18,45/1569,5/21,50/1587,0/3
"",(3.1),,,,(2.9),,(3.2),
"",,(3.6),(3.0),(16.7),,(23.8),,(0)
Admission to ICU,98/1562,1/28,94/1572,5/18,98/1569,1/21,98/1587,1/3
"",(6.3),,(6.0),,(6.2),,(6.2),
"",,(3.6),,(27.8),,(4.8),,(33.3)
"",,,,(33.3),,(23.8),,(33.3)
Wuhan-contacted,,,,,,,,
Yes,1312/156,22/28,1316/1572,18/18,1316/1569,18/21,1331/1587,3/3
"",2 (84),(78.6),(83.7),,(83.9),(85.7),(83.9),
"",,,,(100),,,,(100)
No,250/1562,6/28,256/1572,0/18,253/1569,3/21,256/1587,0/3
"",(16),(21.4),(16.3),,(16.1),,(16.1),
"",,,,(0),,(14.3),,(0)
Severity,245/1562,9/28,245/1572,9/18,246/1569,8/21,253/1587,1/3
"",(15.7),(32.1),(15.6),,(15.7),,(15.9),
"",,,,(50),,(38.1),,(33.3)
Composite endpoint,128/1562,3/28,124/1572,7/18,125/1569,6/21,130/1587,1/3
"",(8.2),(10.7),(7.9),,(8),,(8.2),
"",,,,(38.9),,(28.6),,(33.3)
Deaths,49/1562,1/28,47/1572,3/18,45/1569,5/21,50/1587,0/3
"",(3.1),,,,(2.9),,(3.2),
"",,(3.6),(3.0),(16.7),,(23.8),,(0)
Admission to ICU,98/1562,1/28,94/1572,5/18,98/1569,1/21,98/1587,1/3
"",(6.3),,(6.0),,(6.2),,(6.2),
"",,(3.6),,(27.8),,(4.8),,(33.3)
"",,,,(33.3),,(23.8),,(33.3)
Wuhan-contacted,,,,,,,,
Yes,1312/156,22/28,1316/1572,18/18,1316/1569,18/21,1331/1587,3/3
"",2 (84),(78.6),(83.7),,(83.9),(85.7),(83.9),
"",,,,(100),,,,(100)
No,250/1562,6/28,256/1572,0/18,253/1569,3/21,256/1587,0/3
"",(16),(21.4),(16.3),,(16.1),,(16.1),
"",,,,(0),,(14.3),,(0)
Severity,245/1562,9/28,245/1572,9/18,246/1569,8/21,253/1587,1/3
"",(15.7),(32.1),(15.6),,(15.7),,(15.9),
"",,,,(50),,(38.1),,(33.3)
Composite endpoint,128/1562,3/28,124/1572,7/18,125/1569,6/21,130/1587,1/3
"",(8.2),(10.7),(7.9),,(8),,(8.2),
"",,,,(38.9),,(28.6),,(33.3)
Deaths,49/1562,1/28,47/1572,3/18,45/1569,5/21,50/1587,0/3
"",(3.1),,,,(2.9),,(3.2),
"",,(3.6),(3.0),(16.7),,(23.8),,(0)
Admission to ICU,98/1562,1/28,94/1572,5/18,98/1569,1/21,98/1587,1/3
"",(6.3),,(6.0),,(6.2),,(6.2),
"",,(3.6),,(27.8),,(4.8),,(33.3)
"",,,,(33.3),,(23.8),,(33.3)
Wuhan-contacted,,,,,,,,
Yes,1312/156,22/28,1316/1572,18/18,1316/1569,18/21,1331/1587,3/3
"",2 (84),(78.6),(83.7),,(83.9),(85.7),(83.9),
"",,,,(100),,,,(100)
No,250/1562,6/28,256/1572,0/18,253/1569,3/21,256/1587,0/3
"",(16),(21.4),(16.3),,(16.1),,(16.1),
"",,,,(0),,(14.3),,(0)
Severity,245/1562,9/28,245/1572,9/18,246/1569,8/21,253/1587,1/3
"",(15.7),(32.1),(15.6),,(15.7),,(15.9),
"",,,,(50),,(38.1),,(33.3)
Composite endpoint,128/1562,3/28,124/1572,7/18,125/1569,6/21,130/1587,1/3
"",(8.2),(10.7),(7.9),,(8),,(8.2),
"",,,,(38.9),,(28.6),,(33.3)
Deaths,49/1562,1/28,47/1572,3/18,45/1569,5/21,50/1587,0/3
"",(3.1),,,,(2.9),,(3.2),
"",,(3.6),(3.0),(16.7),,(23.8),,(0)
Admission to ICU,98/1562,1/28,94/1572,5/18,98/1569,1/21,98/1587,1/3
"",(6.3),,(6.0),,(6.2),,(6.2),
"",,(3.6),,(27.8),,(4.8),,(33.3)
Invasive ventilation 48/1562,2/28,48/1562,2/18,49/1569,1/21,,50/1587,0/3
"(3.1)",,(3.1),,(3.1),,,(3.2),
"",(7.1),,(11.1),,(4.8),,,(0)
"Data are mean ± standard deviation, n/N (%), where N is the total number of patients with available data.",,,,,,,,
COPD=chronic obstructive pulmonary disease. ICU = intensive care unit,,,,,,,,
Invasive ventilation 48/1562,2/28,48/1562,2/18,49/1569,1/21,,50/1587,0/3
"(3.1)",,(3.1),,(3.1),,,(3.2),
"",(7.1),,(11.1),,(4.8),,,(0)
"Data are mean ± standard deviation, n/N (%), where N is the total number of patients with available data.",,,,,,,,
COPD=chronic obstructive pulmonary disease. ICU = intensive care unit,,,,,,,,
Invasive ventilation 48/1562,2/28,48/1562,2/18,49/1569,1/21,,50/1587,0/3
"(3.1)",,(3.1),,(3.1),,,(3.2),
"",(7.1),,(11.1),,(4.8),,,(0)
"Data are mean ± standard deviation, n/N (%), where N is the total number of patients with available data.",,,,,,,,
COPD=chronic obstructive pulmonary disease. ICU = intensive care unit,,,,,,,,
Invasive ventilation 48/1562,2/28,48/1562,2/18,49/1569,1/21,,50/1587,0/3
"(3.1)",,(3.1),,(3.1),,,(3.2),
"",(7.1),,(11.1),,(4.8),,,(0)
"Data are mean ± standard deviation, n/N (%), where N is the total number of patients with available data.",,,,,,,,
COPD=chronic obstructive pulmonary disease. ICU = intensive care unit,,,,,,,,
Invasive ventilation 48/1562,2/28,48/1562,2/18,49/1569,1/21,,50/1587,0/3
"(3.1)",,(3.1),,(3.1),,,(3.2),
"",(7.1),,(11.1),,(4.8),,,(0)
"Data are mean ± standard deviation, n/N (%), where N is the total number of patients with available data.",,,,,,,,
COPD=chronic obstructive pulmonary disease. ICU = intensive care unit,,,,,,,,
